Product: Custom Silver Necklace, Date: 2023-03-14, Sale Price: $71.22, Platform: Facebook, Likes: 85, Shares: 33, Comments: 28, Inquiries: 6,Sales: 3
Product: Organic Cotton Scarf, Date: 2023-03-04, Sale Price: $62.9, Platform: Facebook, Likes: 418, Shares: 79, Comments: 11, Inquiries: 4,Sales: 2
Product: Decorative Beaded Bracelet, Date: 2023-03-06, Sale Price: $40.01, Platform: Facebook, Likes: 111, Shares: 32, Comments: 33, Inquiries: 16,Sales: 8
Product: Handmade Ceramic Vase, Date: 2023-03-06, Sale Price: $79.27, Platform: Facebook, Likes: 153, Shares: 69, Comments: 8, Inquiries: 4,Sales: 2
Product: Handmade Ceramic Vase, Date: 2023-03-24, Sale Price: $99.48, Platform: Facebook, Likes: 75, Shares: 83, Comments: 23, Inquiries: 17,Sales: 8
Product: Personalized Leather Wallet, Date: 2023-04-02, Sale Price: $88.28, Platform: Facebook, Likes: 196, Shares: 66, Comments: 35, Inquiries: 5,Sales: 2
Product: Vintage Style Linen Dress, Date: 2023-04-24, Sale Price: $33.14, Platform: Instagram, Likes: 287, Shares: 85, Comments: 38, Inquiries: 9,Sales: 3
Product: Custom Silver Necklace, Date: 2023-05-21, Sale Price: $68.5, Platform: Instagram, Likes: 69, Shares: 44, Comments: 37, Inquiries: 8,Sales: 3
Product: Personalized Leather Wallet, Date: 2023-04-22, Sale Price: $48.76, Platform: Instagram, Likes: 89, Shares: 23, Comments: 38, Inquiries: 4,Sales: 1
Product: Handmade Ceramic Vase, Date: 2023-03-11, Sale Price: $88.44, Platform: Instagram, Likes: 216, Shares: 39, Comments: 37, Inquiries: 18,Sales: 7
Product: Natural Stone Coaster Set, Date: 2023-03-13, Sale Price: $94.94, Platform: Twitter, Likes: 383, Shares: 83, Comments: 39, Inquiries: 2,Sales: 0
Product: Handmade Ceramic Vase, Date: 2023-03-11, Sale Price: $46.68, Platform: Twitter, Likes: 219, Shares: 82, Comments: 43, Inquiries: 1,Sales: 0
Product: Natural Stone Coaster Set, Date: 2023-03-15, Sale Price: $80.43, Platform: Facebook, Likes: 207, Shares: 60, Comments: 41, Inquiries: 19,Sales: 9
Product: Handcrafted Wooden Bowl, Date: 2023-04-21, Sale Price: $40.94, Platform: Instagram, Likes: 296, Shares: 69, Comments: 24, Inquiries: 8,Sales: 3
Product: Decorative Beaded Bracelet, Date: 2023-05-24, Sale Price: $31.1, Platform: Twitter, Likes: 73, Shares: 27, Comments: 37, Inquiries: 5,Sales: 1
Product: Handcrafted Wooden Bowl, Date: 2023-05-19, Sale Price: $74.48, Platform: Instagram, Likes: 301, Shares: 40, Comments: 34, Inquiries: 18,Sales: 7
Product: Vintage Style Linen Dress, Date: 2023-05-02, Sale Price: $83.47, Platform: Instagram, Likes: 175, Shares: 22, Comments: 13, Inquiries: 0,Sales: 0
Product: Handmade Ceramic Vase, Date: 2023-03-19, Sale Price: $35.58, Platform: Instagram, Likes: 281, Shares: 84, Comments: 28, Inquiries: 4,Sales: 1
Product: Decorative Beaded Bracelet, Date: 2023-04-28, Sale Price: $34.72, Platform: Instagram, Likes: 134, Shares: 88, Comments: 18, Inquiries: 6,Sales: 2
Product: Handcrafted Wooden Bowl, Date: 2023-05-03, Sale Price: $30.1, Platform: Instagram, Likes: 90, Shares: 49, Comments: 47, Inquiries: 12,Sales: 4
Product: Custom Silver Necklace, Date: 2023-04-26, Sale Price: $55.51, Platform: Twitter, Likes: 229, Shares: 56, Comments: 31, Inquiries: 17,Sales: 3
Product: Personalized Leather Wallet, Date: 2023-05-20, Sale Price: $57.94, Platform: Facebook, Likes: 336, Shares: 55, Comments: 46, Inquiries: 6,Sales: 3
Product: Vintage Style Linen Dress, Date: 2023-05-22, Sale Price: $86.27, Platform: Facebook, Likes: 230, Shares: 59, Comments: 17, Inquiries: 4,Sales: 2
Product: Personalized Leather Wallet, Date: 2023-05-04, Sale Price: $54.8, Platform: Instagram, Likes: 188, Shares: 14, Comments: 6, Inquiries: 19,Sales: 7
Product: Decorative Beaded Bracelet, Date: 2023-05-05, Sale Price: $93.43, Platform: Twitter, Likes: 292, Shares: 59, Comments: 30, Inquiries: 20,Sales: 4
Product: Handmade Ceramic Vase, Date: 2023-05-27, Sale Price: $64.65, Platform: Facebook, Likes: 271, Shares: 40, Comments: 46, Inquiries: 9,Sales: 4
Product: Personalized Leather Wallet, Date: 2023-03-16, Sale Price: $24.29, Platform: Twitter, Likes: 439, Shares: 83, Comments: 33, Inquiries: 4,Sales: 0
Product: Artisan Glass Earrings, Date: 2023-05-26, Sale Price: $95.84, Platform: Instagram, Likes: 413, Shares: 32, Comments: 30, Inquiries: 14,Sales: 5
Product: Handcrafted Wooden Bowl, Date: 2023-05-12, Sale Price: $79.97, Platform: Instagram, Likes: 388, Shares: 53, Comments: 22, Inquiries: 16,Sales: 6
Product: Organic Cotton Scarf, Date: 2023-05-06, Sale Price: $35.82, Platform: Facebook, Likes: 236, Shares: 62, Comments: 22, Inquiries: 19,Sales: 9
Product: Personalized Leather Wallet, Date: 2023-03-25, Sale Price: $61.09, Platform: Instagram, Likes: 69, Shares: 82, Comments: 26, Inquiries: 9,Sales: 3
Product: Organic Cotton Scarf, Date: 2023-05-14, Sale Price: $25.01, Platform: Twitter, Likes: 127, Shares: 15, Comments: 44, Inquiries: 17,Sales: 3
Product: Vintage Style Linen Dress, Date: 2023-04-02, Sale Price: $39.75, Platform: Instagram, Likes: 149, Shares: 90, Comments: 45, Inquiries: 15,Sales: 6
Product: Handcrafted Wooden Bowl, Date: 2023-05-23, Sale Price: $60.23, Platform: Facebook, Likes: 293, Shares: 60, Comments: 47, Inquiries: 3,Sales: 1
Product: Handcrafted Wooden Bowl, Date: 2023-03-31, Sale Price: $82.21, Platform: Facebook, Likes: 324, Shares: 89, Comments: 48, Inquiries: 10,Sales: 5
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-03, Sale Price: $95.4, Platform: Facebook, Likes: 58, Shares: 45, Comments: 24, Inquiries: 17,Sales: 8
Product: Personalized Leather Wallet, Date: 2023-04-17, Sale Price: $38.42, Platform: Instagram, Likes: 468, Shares: 94, Comments: 38, Inquiries: 14,Sales: 5
Product: Decorative Beaded Bracelet, Date: 2023-04-03, Sale Price: $24.42, Platform: Facebook, Likes: 249, Shares: 58, Comments: 11, Inquiries: 12,Sales: 6
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-19, Sale Price: $37.94, Platform: Instagram, Likes: 160, Shares: 85, Comments: 23, Inquiries: 7,Sales: 2
Product: Handcrafted Wooden Bowl, Date: 2023-05-13, Sale Price: $51.88, Platform: Facebook, Likes: 204, Shares: 72, Comments: 17, Inquiries: 17,Sales: 8
Product: Natural Stone Coaster Set, Date: 2023-04-22, Sale Price: $82.34, Platform: Facebook, Likes: 222, Shares: 27, Comments: 35, Inquiries: 17,Sales: 8
Product: Artisan Glass Earrings, Date: 2023-03-14, Sale Price: $23.45, Platform: Facebook, Likes: 459, Shares: 39, Comments: 21, Inquiries: 0,Sales: 0
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-08, Sale Price: $32.16, Platform: Twitter, Likes: 374, Shares: 46, Comments: 7, Inquiries: 19,Sales: 3
Product: Vintage Style Linen Dress, Date: 2023-05-09, Sale Price: $81.25, Platform: Twitter, Likes: 253, Shares: 30, Comments: 17, Inquiries: 20,Sales: 4
Product: Decorative Beaded Bracelet, Date: 2023-05-14, Sale Price: $72.6, Platform: Twitter, Likes: 125, Shares: 99, Comments: 34, Inquiries: 17,Sales: 3
Product: Organic Cotton Scarf, Date: 2023-03-07, Sale Price: $26.65, Platform: Instagram, Likes: 297, Shares: 12, Comments: 34, Inquiries: 13,Sales: 5
Product: Handcrafted Wooden Bowl, Date: 2023-05-12, Sale Price: $68.98, Platform: Instagram, Likes: 173, Shares: 64, Comments: 44, Inquiries: 17,Sales: 6
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-30, Sale Price: $62.28, Platform: Twitter, Likes: 160, Shares: 79, Comments: 28, Inquiries: 16,Sales: 3
Product: Decorative Beaded Bracelet, Date: 2023-05-14, Sale Price: $26.23, Platform: Facebook, Likes: 446, Shares: 100, Comments: 22, Inquiries: 19,Sales: 9
Product: Natural Stone Coaster Set, Date: 2023-04-29, Sale Price: $86.82, Platform: Facebook, Likes: 323, Shares: 82, Comments: 15, Inquiries: 11,Sales: 5
Product: Handcrafted Wooden Bowl, Date: 2023-03-05, Sale Price: $38.4, Platform: Instagram, Likes: 364, Shares: 52, Comments: 35, Inquiries: 16,Sales: 6
Product: Artisan Glass Earrings, Date: 2023-04-19, Sale Price: $51.58, Platform: Twitter, Likes: 305, Shares: 16, Comments: 40, Inquiries: 14,Sales: 2
Product: Handcrafted Wooden Bowl, Date: 2023-05-26, Sale Price: $21.1, Platform: Facebook, Likes: 278, Shares: 70, Comments: 46, Inquiries: 18,Sales: 9
Product: Handcrafted Wooden Bowl, Date: 2023-04-16, Sale Price: $94.88, Platform: Twitter, Likes: 460, Shares: 33, Comments: 42, Inquiries: 1,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-04-20, Sale Price: $42.76, Platform: Twitter, Likes: 168, Shares: 95, Comments: 18, Inquiries: 14,Sales: 2
Product: Vintage Style Linen Dress, Date: 2023-05-01, Sale Price: $46.06, Platform: Instagram, Likes: 420, Shares: 42, Comments: 26, Inquiries: 5,Sales: 2
Product: Organic Cotton Scarf, Date: 2023-05-16, Sale Price: $51.87, Platform: Twitter, Likes: 359, Shares: 26, Comments: 5, Inquiries: 1,Sales: 0
Product: Vintage Style Linen Dress, Date: 2023-04-13, Sale Price: $26.48, Platform: Instagram, Likes: 359, Shares: 51, Comments: 23, Inquiries: 1,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-04-26, Sale Price: $32.31, Platform: Twitter, Likes: 128, Shares: 45, Comments: 25, Inquiries: 13,Sales: 2
Product: Organic Cotton Scarf, Date: 2023-03-16, Sale Price: $77.01, Platform: Facebook, Likes: 313, Shares: 11, Comments: 21, Inquiries: 14,Sales: 7
Product: Vintage Style Linen Dress, Date: 2023-05-02, Sale Price: $22.57, Platform: Instagram, Likes: 230, Shares: 81, Comments: 10, Inquiries: 13,Sales: 5
Product: Decorative Beaded Bracelet, Date: 2023-03-28, Sale Price: $32.59, Platform: Twitter, Likes: 73, Shares: 19, Comments: 50, Inquiries: 16,Sales: 3
Product: Organic Cotton Scarf, Date: 2023-04-30, Sale Price: $53.65, Platform: Instagram, Likes: 465, Shares: 48, Comments: 27, Inquiries: 4,Sales: 1
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-14, Sale Price: $66.12, Platform: Twitter, Likes: 349, Shares: 51, Comments: 6, Inquiries: 8,Sales: 1
Product: Custom Silver Necklace, Date: 2023-03-04, Sale Price: $88.5, Platform: Twitter, Likes: 50, Shares: 85, Comments: 29, Inquiries: 16,Sales: 3
Product: Decorative Beaded Bracelet, Date: 2023-04-13, Sale Price: $33.34, Platform: Twitter, Likes: 274, Shares: 91, Comments: 45, Inquiries: 3,Sales: 0
Product: Decorative Beaded Bracelet, Date: 2023-04-08, Sale Price: $56.46, Platform: Twitter, Likes: 161, Shares: 31, Comments: 10, Inquiries: 15,Sales: 3
Product: Natural Stone Coaster Set, Date: 2023-04-06, Sale Price: $44.51, Platform: Twitter, Likes: 96, Shares: 67, Comments: 9, Inquiries: 10,Sales: 2
Product: Organic Cotton Scarf, Date: 2023-04-18, Sale Price: $85.88, Platform: Instagram, Likes: 87, Shares: 40, Comments: 20, Inquiries: 17,Sales: 6
Product: Artisan Glass Earrings, Date: 2023-05-02, Sale Price: $81.21, Platform: Twitter, Likes: 413, Shares: 14, Comments: 48, Inquiries: 8,Sales: 1
Product: Natural Stone Coaster Set, Date: 2023-05-18, Sale Price: $73.18, Platform: Instagram, Likes: 459, Shares: 34, Comments: 44, Inquiries: 5,Sales: 2
Product: Vintage Style Linen Dress, Date: 2023-03-08, Sale Price: $85.87, Platform: Instagram, Likes: 103, Shares: 57, Comments: 37, Inquiries: 17,Sales: 6
Product: Decorative Beaded Bracelet, Date: 2023-03-09, Sale Price: $85.84, Platform: Twitter, Likes: 132, Shares: 88, Comments: 17, Inquiries: 7,Sales: 1
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-30, Sale Price: $60.59, Platform: Twitter, Likes: 407, Shares: 54, Comments: 42, Inquiries: 9,Sales: 1
Product: Handmade Ceramic Vase, Date: 2023-05-17, Sale Price: $93.71, Platform: Twitter, Likes: 308, Shares: 48, Comments: 8, Inquiries: 11,Sales: 2
Product: Handcrafted Wooden Bowl, Date: 2023-04-10, Sale Price: $22.58, Platform: Twitter, Likes: 88, Shares: 92, Comments: 44, Inquiries: 10,Sales: 2
Product: Organic Cotton Scarf, Date: 2023-04-28, Sale Price: $20.77, Platform: Facebook, Likes: 136, Shares: 97, Comments: 14, Inquiries: 15,Sales: 7
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-23, Sale Price: $47.69, Platform: Twitter, Likes: 89, Shares: 76, Comments: 31, Inquiries: 10,Sales: 2
Product: Decorative Beaded Bracelet, Date: 2023-03-28, Sale Price: $74.82, Platform: Instagram, Likes: 299, Shares: 58, Comments: 11, Inquiries: 4,Sales: 1
Product: Artisan Glass Earrings, Date: 2023-03-24, Sale Price: $86.41, Platform: Twitter, Likes: 214, Shares: 38, Comments: 29, Inquiries: 12,Sales: 2
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-29, Sale Price: $72.14, Platform: Twitter, Likes: 189, Shares: 37, Comments: 49, Inquiries: 18,Sales: 3
Product: Handcrafted Wooden Bowl, Date: 2023-05-26, Sale Price: $80.07, Platform: Instagram, Likes: 170, Shares: 16, Comments: 28, Inquiries: 14,Sales: 5
Product: Organic Cotton Scarf, Date: 2023-03-14, Sale Price: $69.58, Platform: Instagram, Likes: 398, Shares: 94, Comments: 32, Inquiries: 3,Sales: 1
Product: Handmade Ceramic Vase, Date: 2023-05-30, Sale Price: $63.54, Platform: Twitter, Likes: 74, Shares: 94, Comments: 13, Inquiries: 4,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-04-25, Sale Price: $89.93, Platform: Twitter, Likes: 379, Shares: 43, Comments: 23, Inquiries: 14,Sales: 2
Product: Natural Stone Coaster Set, Date: 2023-03-23, Sale Price: $78.32, Platform: Instagram, Likes: 287, Shares: 77, Comments: 10, Inquiries: 2,Sales: 0
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-07, Sale Price: $60.17, Platform: Instagram, Likes: 364, Shares: 93, Comments: 26, Inquiries: 16,Sales: 6
Product: Handmade Ceramic Vase, Date: 2023-05-17, Sale Price: $42.86, Platform: Instagram, Likes: 378, Shares: 84, Comments: 50, Inquiries: 14,Sales: 5
Product: Personalized Leather Wallet, Date: 2023-05-07, Sale Price: $32.03, Platform: Facebook, Likes: 57, Shares: 50, Comments: 21, Inquiries: 13,Sales: 6
Product: Natural Stone Coaster Set, Date: 2023-04-29, Sale Price: $97.49, Platform: Instagram, Likes: 64, Shares: 58, Comments: 13, Inquiries: 19,Sales: 7
Product: Organic Cotton Scarf, Date: 2023-03-02, Sale Price: $56.84, Platform: Twitter, Likes: 215, Shares: 27, Comments: 9, Inquiries: 4,Sales: 0
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-24, Sale Price: $53.49, Platform: Instagram, Likes: 255, Shares: 34, Comments: 32, Inquiries: 13,Sales: 5
Product: Natural Stone Coaster Set, Date: 2023-03-26, Sale Price: $95.78, Platform: Instagram, Likes: 478, Shares: 23, Comments: 28, Inquiries: 8,Sales: 3
Product: Handmade Ceramic Vase, Date: 2023-04-27, Sale Price: $48.34, Platform: Facebook, Likes: 353, Shares: 13, Comments: 29, Inquiries: 15,Sales: 7
Product: Handcrafted Wooden Bowl, Date: 2023-03-26, Sale Price: $56.29, Platform: Twitter, Likes: 256, Shares: 60, Comments: 29, Inquiries: 8,Sales: 1
Product: Custom Silver Necklace, Date: 2023-03-18, Sale Price: $41.51, Platform: Twitter, Likes: 366, Shares: 16, Comments: 22, Inquiries: 4,Sales: 0
Product: Decorative Beaded Bracelet, Date: 2023-03-06, Sale Price: $69.98, Platform: Twitter, Likes: 459, Shares: 80, Comments: 9, Inquiries: 0,Sales: 0
Product: Artisan Glass Earrings, Date: 2023-05-05, Sale Price: $84.19, Platform: Instagram, Likes: 186, Shares: 28, Comments: 32, Inquiries: 3,Sales: 1
Product: Organic Cotton Scarf, Date: 2023-03-20, Sale Price: $56.13, Platform: Twitter, Likes: 72, Shares: 26, Comments: 26, Inquiries: 17,Sales: 3
Product: Artisan Glass Earrings, Date: 2023-04-28, Sale Price: $77.0, Platform: Instagram, Likes: 250, Shares: 70, Comments: 44, Inquiries: 16,Sales: 6
Product: Organic Cotton Scarf, Date: 2023-03-11, Sale Price: $97.89, Platform: Instagram, Likes: 266, Shares: 56, Comments: 24, Inquiries: 10,Sales: 4
Product: Decorative Beaded Bracelet, Date: 2023-05-18, Sale Price: $85.48, Platform: Twitter, Likes: 317, Shares: 88, Comments: 50, Inquiries: 17,Sales: 3
Product: Custom Silver Necklace, Date: 2023-05-27, Sale Price: $36.24, Platform: Twitter, Likes: 67, Shares: 91, Comments: 44, Inquiries: 6,Sales: 1
Product: Handcrafted Wooden Bowl, Date: 2023-05-04, Sale Price: $29.25, Platform: Instagram, Likes: 474, Shares: 62, Comments: 19, Inquiries: 7,Sales: 2
Product: Custom Silver Necklace, Date: 2023-05-28, Sale Price: $94.89, Platform: Instagram, Likes: 287, Shares: 49, Comments: 47, Inquiries: 20,Sales: 8
Product: Handmade Ceramic Vase, Date: 2023-04-24, Sale Price: $82.34, Platform: Twitter, Likes: 469, Shares: 49, Comments: 11, Inquiries: 7,Sales: 1
Product: Handcrafted Wooden Bowl, Date: 2023-03-17, Sale Price: $47.69, Platform: Facebook, Likes: 274, Shares: 10, Comments: 41, Inquiries: 19,Sales: 9
Product: Vintage Style Linen Dress, Date: 2023-03-28, Sale Price: $63.79, Platform: Twitter, Likes: 407, Shares: 68, Comments: 36, Inquiries: 15,Sales: 3
Product: Vintage Style Linen Dress, Date: 2023-03-08, Sale Price: $97.89, Platform: Instagram, Likes: 131, Shares: 25, Comments: 36, Inquiries: 9,Sales: 3
Product: Artisan Glass Earrings, Date: 2023-05-22, Sale Price: $59.07, Platform: Twitter, Likes: 429, Shares: 38, Comments: 38, Inquiries: 3,Sales: 0
Product: Decorative Beaded Bracelet, Date: 2023-04-04, Sale Price: $36.2, Platform: Instagram, Likes: 368, Shares: 15, Comments: 37, Inquiries: 17,Sales: 6
Product: Vintage Style Linen Dress, Date: 2023-05-21, Sale Price: $84.97, Platform: Facebook, Likes: 238, Shares: 99, Comments: 24, Inquiries: 20,Sales: 10
Product: Custom Silver Necklace, Date: 2023-04-23, Sale Price: $70.24, Platform: Instagram, Likes: 385, Shares: 89, Comments: 28, Inquiries: 8,Sales: 3
Product: Artisan Glass Earrings, Date: 2023-04-29, Sale Price: $86.18, Platform: Twitter, Likes: 282, Shares: 13, Comments: 39, Inquiries: 6,Sales: 1
Product: Personalized Leather Wallet, Date: 2023-04-09, Sale Price: $82.81, Platform: Instagram, Likes: 59, Shares: 88, Comments: 36, Inquiries: 9,Sales: 3
Product: Natural Stone Coaster Set, Date: 2023-04-06, Sale Price: $57.42, Platform: Facebook, Likes: 217, Shares: 94, Comments: 6, Inquiries: 14,Sales: 7
Product: Natural Stone Coaster Set, Date: 2023-04-12, Sale Price: $91.01, Platform: Instagram, Likes: 222, Shares: 96, Comments: 29, Inquiries: 15,Sales: 6
Product: Natural Stone Coaster Set, Date: 2023-03-28, Sale Price: $58.18, Platform: Instagram, Likes: 353, Shares: 93, Comments: 42, Inquiries: 5,Sales: 2
Product: Decorative Beaded Bracelet, Date: 2023-05-20, Sale Price: $94.73, Platform: Facebook, Likes: 452, Shares: 80, Comments: 47, Inquiries: 19,Sales: 9
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-30, Sale Price: $92.0, Platform: Instagram, Likes: 215, Shares: 84, Comments: 13, Inquiries: 12,Sales: 4
Product: Artisan Glass Earrings, Date: 2023-05-24, Sale Price: $28.18, Platform: Instagram, Likes: 274, Shares: 35, Comments: 35, Inquiries: 3,Sales: 1
Product: Artisan Glass Earrings, Date: 2023-04-24, Sale Price: $63.9, Platform: Facebook, Likes: 468, Shares: 18, Comments: 38, Inquiries: 6,Sales: 3
Product: Custom Silver Necklace, Date: 2023-05-01, Sale Price: $49.54, Platform: Facebook, Likes: 404, Shares: 59, Comments: 44, Inquiries: 14,Sales: 7
Product: Natural Stone Coaster Set, Date: 2023-04-03, Sale Price: $61.52, Platform: Facebook, Likes: 326, Shares: 90, Comments: 17, Inquiries: 6,Sales: 3
Product: Decorative Beaded Bracelet, Date: 2023-03-26, Sale Price: $30.49, Platform: Twitter, Likes: 450, Shares: 35, Comments: 8, Inquiries: 6,Sales: 1
Product: Organic Cotton Scarf, Date: 2023-03-21, Sale Price: $95.95, Platform: Instagram, Likes: 109, Shares: 57, Comments: 16, Inquiries: 2,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-03-23, Sale Price: $34.97, Platform: Twitter, Likes: 109, Shares: 55, Comments: 19, Inquiries: 17,Sales: 3
Product: Artisan Glass Earrings, Date: 2023-04-23, Sale Price: $84.13, Platform: Instagram, Likes: 393, Shares: 29, Comments: 46, Inquiries: 1,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-04-21, Sale Price: $50.07, Platform: Facebook, Likes: 281, Shares: 52, Comments: 23, Inquiries: 19,Sales: 9
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-20, Sale Price: $36.13, Platform: Facebook, Likes: 292, Shares: 68, Comments: 26, Inquiries: 3,Sales: 1
Product: Natural Stone Coaster Set, Date: 2023-03-27, Sale Price: $32.97, Platform: Instagram, Likes: 124, Shares: 66, Comments: 6, Inquiries: 6,Sales: 2
