Product,Date,Sale Price,Platform,Likes,Shares,Comments,Inquiries,Sales
Organic Cotton Scarf,2023-05-17,86.78,Facebook,277,71,24,4,2
Handcrafted Wooden Bowl,2023-03-28,97.11,Facebook,248,30,17,12,6
Vintage Style Linen Dress,2023-04-23,85.42,Facebook,125,55,50,6,3
Handmade Ceramic Vase,2023-03-02,64.52,Twitter,356,89,23,9,1
Personalized Leather Wallet,2023-03-16,93.76,Facebook,168,22,48,10,5
Handcrafted Wooden Bowl,2023-03-13,76.38,Instagram,76,10,10,5,2
Custom Silver Necklace,2023-04-14,55.91,Instagram,190,19,9,11,4
Decorative Beaded Bracelet,2023-05-25,47.53,Facebook,441,76,5,3,1
Decorative Beaded Bracelet,2023-04-30,66.19,Facebook,476,58,16,18,9
Organic Cotton Scarf,2023-03-05,43.93,Instagram,93,14,49,17,6
Handcrafted Wooden Bowl,2023-03-01,34.3,Twitter,138,31,37,11,2
Personalized Leather Wallet,2023-03-31,25.73,Facebook,350,18,31,13,6
Handmade Ceramic Vase,2023-05-21,85.13,Instagram,456,82,15,9,3
Custom Silver Necklace,2023-03-11,99.39,Instagram,223,30,49,18,7
Custom Silver Necklace,2023-05-02,23.12,Facebook,283,42,45,1,0
Organic Cotton Scarf,2023-05-23,42.03,Facebook,234,93,21,20,10
Eco-Friendly Bamboo Clock,2023-03-07,85.16,Facebook,447,10,30,2,1
Natural Stone Coaster Set,2023-03-08,69.14,Facebook,248,22,48,10,5
Artisan Glass Earrings,2023-04-20,51.55,Facebook,226,19,14,13,6
Decorative Beaded Bracelet,2023-03-15,60.76,Twitter,94,76,28,4,0
Custom Silver Necklace,2023-05-08,59.91,Instagram,344,97,30,0,0
Handmade Ceramic Vase,2023-05-02,50.22,Twitter,436,42,30,12,2
Vintage Style Linen Dress,2023-04-08,60.73,Facebook,159,64,11,6,3
Vintage Style Linen Dress,2023-03-16,39.79,Instagram,141,35,26,1,0
Handcrafted Wooden Bowl,2023-05-10,67.8,Twitter,334,73,8,5,1
Personalized Leather Wallet,2023-03-05,95.13,Twitter,498,48,47,2,0
Eco-Friendly Bamboo Clock,2023-04-20,24.73,Facebook,107,65,24,2,1
Organic Cotton Scarf,2023-05-24,53.89,Twitter,378,96,48,2,0
Natural Stone Coaster Set,2023-05-28,30.85,Instagram,347,69,50,0,0
Organic Cotton Scarf,2023-05-23,78.23,Instagram,275,68,31,14,5
Artisan Glass Earrings,2023-04-26,63.58,Twitter,287,90,36,16,3
Personalized Leather Wallet,2023-03-28,51.83,Facebook,201,61,30,6,3
Vintage Style Linen Dress,2023-04-26,22.34,Facebook,428,68,48,1,0
Vintage Style Linen Dress,2023-05-15,75.75,Instagram,217,75,49,13,5
Personalized Leather Wallet,2023-05-08,67.6,Facebook,70,54,12,10,5
Natural Stone Coaster Set,2023-05-26,88.75,Facebook,292,62,49,0,0
Custom Silver Necklace,2023-03-26,83.21,Twitter,441,72,38,16,3
Handmade Ceramic Vase,2023-04-26,20.76,Twitter,367,43,32,16,3
Organic Cotton Scarf,2023-05-02,48.97,Facebook,152,63,32,2,1
Artisan Glass Earrings,2023-03-09,83.22,Twitter,229,95,12,2,0
Organic Cotton Scarf,2023-05-06,71.67,Twitter,433,91,43,14,2
Artisan Glass Earrings,2023-05-28,26.67,Twitter,347,10,25,5,1
Decorative Beaded Bracelet,2023-05-20,98.21,Instagram,248,27,8,18,7
Natural Stone Coaster Set,2023-04-23,43.47,Instagram,283,68,24,17,6
Handcrafted Wooden Bowl,2023-05-09,28.33,Twitter,357,90,12,1,0
Handmade Ceramic Vase,2023-04-09,71.2,Instagram,316,96,34,14,5
Decorative Beaded Bracelet,2023-03-16,70.02,Twitter,300,39,49,20,4
Handcrafted Wooden Bowl,2023-04-23,26.55,Facebook,408,29,32,12,6
Organic Cotton Scarf,2023-04-17,92.07,Twitter,68,56,12,9,1
Handcrafted Wooden Bowl,2023-03-13,72.35,Instagram,289,29,32,5,2
Vintage Style Linen Dress,2023-04-13,99.04,Instagram,149,52,32,9,3
Natural Stone Coaster Set,2023-03-29,82.23,Facebook,132,55,38,15,7
Handcrafted Wooden Bowl,2023-05-25,68.11,Twitter,307,57,35,20,4
Decorative Beaded Bracelet,2023-04-20,25.9,Twitter,271,53,8,5,1
Vintage Style Linen Dress,2023-03-09,27.26,Facebook,249,43,7,2,1
Decorative Beaded Bracelet,2023-04-03,69.89,Twitter,433,12,13,17,3
Personalized Leather Wallet,2023-05-06,92.87,Instagram,53,54,12,4,1
Handcrafted Wooden Bowl,2023-03-12,33.96,Twitter,140,67,37,8,1
Personalized Leather Wallet,2023-03-21,76.68,Facebook,491,71,43,15,7
Natural Stone Coaster Set,2023-04-17,98.32,Facebook,275,26,6,1,0
Custom Silver Necklace,2023-05-04,54.2,Facebook,169,54,17,20,10
Organic Cotton Scarf,2023-05-02,21.47,Facebook,141,96,39,5,2
Handmade Ceramic Vase,2023-03-23,28.01,Twitter,258,66,11,7,1
Vintage Style Linen Dress,2023-05-22,88.3,Facebook,271,70,13,0,0
Custom Silver Necklace,2023-04-01,72.93,Twitter,444,77,19,17,3
Artisan Glass Earrings,2023-05-05,24.94,Twitter,284,65,29,12,2
Decorative Beaded Bracelet,2023-04-01,93.13,Facebook,461,76,6,20,10
Personalized Leather Wallet,2023-03-28,92.21,Twitter,321,95,42,13,2
Eco-Friendly Bamboo Clock,2023-03-22,82.73,Instagram,416,23,8,14,5
Artisan Glass Earrings,2023-04-16,55.96,Instagram,494,62,36,0,0
Organic Cotton Scarf,2023-04-20,43.72,Instagram,86,13,50,8,3
Decorative Beaded Bracelet,2023-05-24,46.83,Twitter,484,21,44,2,0
Artisan Glass Earrings,2023-05-16,79.04,Instagram,333,42,17,4,1
Artisan Glass Earrings,2023-03-22,45.59,Twitter,463,39,16,4,0
Handcrafted Wooden Bowl,2023-04-17,56.19,Twitter,402,60,48,13,2
Organic Cotton Scarf,2023-05-25,81.63,Facebook,91,69,22,3,1
Personalized Leather Wallet,2023-05-12,40.15,Twitter,73,68,26,19,3
Custom Silver Necklace,2023-04-27,45.24,Instagram,52,23,26,16,6
Artisan Glass Earrings,2023-03-05,48.04,Facebook,465,47,10,13,6
Handmade Ceramic Vase,2023-05-17,83.03,Facebook,464,31,6,10,5
Natural Stone Coaster Set,2023-05-11,27.7,Twitter,303,41,30,20,4
Vintage Style Linen Dress,2023-04-24,52.34,Twitter,384,50,27,20,4
Eco-Friendly Bamboo Clock,2023-04-02,99.89,Twitter,392,36,45,7,1
Organic Cotton Scarf,2023-05-12,47.04,Facebook,176,17,32,19,9
Custom Silver Necklace,2023-05-12,74.05,Instagram,347,75,50,7,2
Vintage Style Linen Dress,2023-03-20,95.32,Twitter,259,27,47,0,0
Handcrafted Wooden Bowl,2023-05-24,56.26,Twitter,366,77,31,3,0
Personalized Leather Wallet,2023-04-16,29.18,Facebook,291,88,16,16,8
Natural Stone Coaster Set,2023-04-17,38.3,Instagram,287,32,46,11,4
Decorative Beaded Bracelet,2023-04-20,80.0,Instagram,392,37,47,6,2
Handcrafted Wooden Bowl,2023-03-10,65.18,Instagram,322,70,48,14,5
Handcrafted Wooden Bowl,2023-04-15,53.65,Facebook,198,29,47,20,10
Decorative Beaded Bracelet,2023-03-08,41.16,Instagram,344,80,26,14,5
Vintage Style Linen Dress,2023-04-09,88.58,Twitter,335,68,18,1,0
Organic Cotton Scarf,2023-04-26,96.75,Instagram,298,13,37,9,3
Eco-Friendly Bamboo Clock,2023-03-23,22.25,Instagram,272,42,5,2,0
Organic Cotton Scarf,2023-05-29,24.53,Twitter,255,47,31,20,4
Artisan Glass Earrings,2023-05-30,70.26,Instagram,370,19,8,17,6
Handcrafted Wooden Bowl,2023-04-21,82.35,Twitter,429,90,35,2,0
Personalized Leather Wallet,2023-03-21,29.09,Facebook,385,79,25,6,3
Custom Silver Necklace,2023-04-26,71.45,Twitter,192,50,27,9,1
Artisan Glass Earrings,2023-04-15,69.82,Twitter,71,89,30,5,1
Vintage Style Linen Dress,2023-04-07,44.82,Twitter,244,90,24,14,2
Organic Cotton Scarf,2023-04-03,97.01,Instagram,72,71,25,20,8
Natural Stone Coaster Set,2023-03-30,93.16,Facebook,412,29,22,2,1
Organic Cotton Scarf,2023-03-12,75.1,Twitter,385,44,40,11,2
Handmade Ceramic Vase,2023-04-29,35.12,Instagram,424,82,17,1,0
Personalized Leather Wallet,2023-04-02,71.77,Twitter,97,71,25,1,0
Handmade Ceramic Vase,2023-03-30,75.98,Instagram,428,83,30,19,7
Decorative Beaded Bracelet,2023-04-13,33.98,Twitter,500,50,7,2,0
Eco-Friendly Bamboo Clock,2023-03-13,82.14,Twitter,325,42,22,18,3
Decorative Beaded Bracelet,2023-03-23,84.0,Twitter,229,72,28,16,3
Eco-Friendly Bamboo Clock,2023-04-27,99.5,Twitter,125,26,34,2,0
Personalized Leather Wallet,2023-04-07,75.91,Twitter,315,65,32,16,3
Artisan Glass Earrings,2023-03-23,67.14,Twitter,484,45,32,12,2
Personalized Leather Wallet,2023-04-11,75.55,Facebook,148,72,8,16,8
Handmade Ceramic Vase,2023-03-19,23.52,Facebook,131,26,22,7,3
Handmade Ceramic Vase,2023-04-15,56.12,Facebook,363,11,10,6,3
Handcrafted Wooden Bowl,2023-03-15,93.63,Instagram,247,16,15,18,7
Vintage Style Linen Dress,2023-04-11,48.21,Instagram,340,98,18,3,1
Eco-Friendly Bamboo Clock,2023-05-17,50.8,Instagram,413,14,31,6,2
Custom Silver Necklace,2023-04-18,92.26,Instagram,74,97,39,11,4
Custom Silver Necklace,2023-05-15,65.05,Twitter,93,85,26,4,0
Personalized Leather Wallet,2023-05-16,88.74,Facebook,188,64,33,16,8
Handmade Ceramic Vase,2023-04-24,92.63,Facebook,255,53,34,5,2
Handcrafted Wooden Bowl,2023-04-01,60.26,Twitter,441,90,41,6,1
Vintage Style Linen Dress,2023-03-29,80.87,Instagram,241,56,19,4,1
Handcrafted Wooden Bowl,2023-04-05,41.8,Twitter,236,63,12,15,3
Handmade Ceramic Vase,2023-05-24,27.44,Facebook,113,91,39,13,6
Decorative Beaded Bracelet,2023-03-01,57.26,Twitter,63,87,50,13,2
Handcrafted Wooden Bowl,2023-05-24,30.29,Twitter,360,54,7,0,0
Custom Silver Necklace,2023-05-13,58.0,Twitter,107,14,10,9,1
Natural Stone Coaster Set,2023-03-20,33.61,Twitter,483,65,21,14,2
Handmade Ceramic Vase,2023-05-01,66.46,Instagram,130,66,25,8,3
Eco-Friendly Bamboo Clock,2023-05-06,97.21,Twitter,447,78,16,10,2
Eco-Friendly Bamboo Clock,2023-05-08,28.61,Facebook,84,90,20,13,6
Handmade Ceramic Vase,2023-03-02,65.21,Facebook,390,33,25,2,1
Personalized Leather Wallet,2023-05-05,74.87,Instagram,496,13,21,6,2
Personalized Leather Wallet,2023-03-13,77.48,Twitter,425,94,21,15,3
Handcrafted Wooden Bowl,2023-04-29,87.96,Instagram,421,99,23,0,0
Custom Silver Necklace,2023-04-01,83.58,Twitter,385,35,12,7,1
Natural Stone Coaster Set,2023-04-29,66.84,Twitter,272,35,49,15,3
Personalized Leather Wallet,2023-03-04,54.92,Twitter,443,58,29,0,0
Custom Silver Necklace,2023-03-25,29.23,Twitter,486,69,6,16,3
Handcrafted Wooden Bowl,2023-03-05,51.75,Twitter,320,70,48,7,1
Natural Stone Coaster Set,2023-05-14,87.46,Facebook,88,73,43,10,5
Personalized Leather Wallet,2023-04-02,24.23,Facebook,336,67,9,1,0
Custom Silver Necklace,2023-03-29,45.49,Instagram,375,95,16,10,4
Eco-Friendly Bamboo Clock,2023-03-14,76.88,Twitter,362,87,10,3,0
Natural Stone Coaster Set,2023-04-20,60.64,Twitter,414,13,39,2,0
Natural Stone Coaster Set,2023-04-05,69.02,Facebook,208,96,43,2,1
Artisan Glass Earrings,2023-05-02,65.39,Twitter,362,81,30,19,3
Decorative Beaded Bracelet,2023-03-06,43.93,Twitter,288,93,5,18,3
Vintage Style Linen Dress,2023-03-07,63.58,Facebook,72,13,19,5,2
Artisan Glass Earrings,2023-05-12,25.05,Instagram,378,29,47,1,0
Handcrafted Wooden Bowl,2023-05-03,21.16,Instagram,244,56,22,15,6
Handmade Ceramic Vase,2023-04-15,25.73,Facebook,486,73,7,19,9
Custom Silver Necklace,2023-04-12,33.63,Twitter,487,22,8,14,2
Handcrafted Wooden Bowl,2023-03-03,21.77,Twitter,399,63,25,6,1
Personalized Leather Wallet,2023-04-27,31.33,Facebook,144,55,35,11,5
Custom Silver Necklace,2023-04-27,69.79,Twitter,246,96,36,2,0
Custom Silver Necklace,2023-03-31,88.15,Twitter,362,63,30,20,4
Natural Stone Coaster Set,2023-03-11,76.94,Instagram,325,41,42,2,0
Custom Silver Necklace,2023-05-28,42.94,Instagram,469,38,41,6,2
Artisan Glass Earrings,2023-03-07,52.15,Facebook,101,62,35,17,8
Decorative Beaded Bracelet,2023-03-16,48.72,Twitter,412,91,36,14,2
Natural Stone Coaster Set,2023-04-20,84.36,Facebook,335,93,14,17,8
Vintage Style Linen Dress,2023-04-11,80.19,Facebook,184,57,24,10,5
Personalized Leather Wallet,2023-03-16,79.9,Instagram,302,52,20,18,7
Handmade Ceramic Vase,2023-05-15,50.86,Twitter,222,83,24,14,2
Handmade Ceramic Vase,2023-03-16,25.25,Facebook,273,24,30,3,1
Decorative Beaded Bracelet,2023-04-10,67.67,Twitter,86,69,13,5,1
Decorative Beaded Bracelet,2023-03-29,67.9,Twitter,126,40,49,5,1
Handcrafted Wooden Bowl,2023-03-21,35.47,Facebook,307,26,35,11,5
Organic Cotton Scarf,2023-04-02,40.02,Twitter,419,49,44,1,0
Organic Cotton Scarf,2023-05-09,42.57,Facebook,441,94,15,5,2
Custom Silver Necklace,2023-05-30,64.98,Instagram,247,60,41,5,2
Vintage Style Linen Dress,2023-05-28,96.48,Instagram,423,15,23,19,7
Handmade Ceramic Vase,2023-03-25,69.49,Instagram,410,59,26,5,2
Organic Cotton Scarf,2023-03-29,47.63,Twitter,79,86,6,11,2
Eco-Friendly Bamboo Clock,2023-03-27,90.61,Instagram,173,81,27,11,4
Custom Silver Necklace,2023-05-29,65.09,Twitter,433,80,43,1,0
Organic Cotton Scarf,2023-03-30,98.53,Facebook,82,27,28,0,0
Handmade Ceramic Vase,2023-04-27,99.44,Instagram,431,41,13,5,2
Decorative Beaded Bracelet,2023-05-20,88.3,Instagram,372,61,6,4,1
Handmade Ceramic Vase,2023-03-24,60.94,Facebook,340,56,21,15,7
Custom Silver Necklace,2023-04-07,84.3,Twitter,346,80,39,6,1
Organic Cotton Scarf,2023-04-06,68.63,Instagram,329,53,38,11,4
Custom Silver Necklace,2023-03-26,97.86,Facebook,63,71,19,17,8
Handcrafted Wooden Bowl,2023-03-15,26.89,Instagram,371,15,29,11,4
Natural Stone Coaster Set,2023-03-01,80.46,Twitter,349,88,15,14,2
Organic Cotton Scarf,2023-04-29,30.32,Twitter,210,76,50,6,1
Handmade Ceramic Vase,2023-03-13,34.5,Twitter,120,19,35,19,3
Eco-Friendly Bamboo Clock,2023-04-28,39.55,Instagram,278,44,39,15,6
Eco-Friendly Bamboo Clock,2023-05-07,31.56,Twitter,199,87,26,8,1
Natural Stone Coaster Set,2023-03-12,23.81,Instagram,338,11,31,9,3
Handmade Ceramic Vase,2023-04-15,23.85,Facebook,96,95,19,9,4
Custom Silver Necklace,2023-05-07,31.6,Facebook,317,37,42,16,8
Vintage Style Linen Dress,2023-03-13,68.41,Twitter,171,76,50,17,3
Handcrafted Wooden Bowl,2023-05-10,26.21,Twitter,272,85,16,14,2
Eco-Friendly Bamboo Clock,2023-04-17,23.82,Facebook,365,73,25,1,0
Vintage Style Linen Dress,2023-05-04,67.58,Facebook,181,30,37,7,3
Decorative Beaded Bracelet,2023-04-06,90.13,Instagram,288,25,44,7,2
Artisan Glass Earrings,2023-03-18,87.65,Facebook,116,58,46,13,6
Decorative Beaded Bracelet,2023-04-20,33.05,Twitter,389,27,11,7,1
Eco-Friendly Bamboo Clock,2023-05-21,29.32,Instagram,234,17,16,16,6
Natural Stone Coaster Set,2023-04-09,96.36,Instagram,337,72,7,16,6
Organic Cotton Scarf,2023-04-27,88.59,Facebook,161,90,32,14,7
Personalized Leather Wallet,2023-03-01,52.09,Instagram,457,90,16,15,6
Handmade Ceramic Vase,2023-05-29,99.82,Twitter,327,46,14,20,4
Custom Silver Necklace,2023-03-30,33.41,Facebook,110,42,44,2,1
Custom Silver Necklace,2023-05-14,99.36,Facebook,496,77,47,9,4
Artisan Glass Earrings,2023-03-11,75.34,Twitter,442,21,5,9,1
Handmade Ceramic Vase,2023-03-01,79.18,Facebook,306,29,38,0,0
Organic Cotton Scarf,2023-04-17,21.56,Twitter,299,84,10,10,2
Personalized Leather Wallet,2023-03-18,65.43,Facebook,267,41,28,6,3
Eco-Friendly Bamboo Clock,2023-05-29,62.78,Instagram,324,63,7,3,1
Decorative Beaded Bracelet,2023-03-01,38.22,Facebook,55,27,40,1,0
Custom Silver Necklace,2023-05-24,44.46,Twitter,285,11,11,9,1
Custom Silver Necklace,2023-03-15,63.02,Twitter,208,84,35,2,0
Handmade Ceramic Vase,2023-04-04,42.71,Twitter,445,17,9,12,2
Decorative Beaded Bracelet,2023-03-30,39.97,Instagram,224,39,42,12,4
Vintage Style Linen Dress,2023-05-19,29.4,Facebook,251,95,27,2,1
Organic Cotton Scarf,2023-04-23,40.61,Twitter,478,90,23,7,1
Organic Cotton Scarf,2023-03-30,80.1,Instagram,204,65,37,12,4
Decorative Beaded Bracelet,2023-04-21,20.74,Facebook,60,79,23,13,6
Artisan Glass Earrings,2023-03-16,52.89,Instagram,123,54,36,11,4
Organic Cotton Scarf,2023-05-22,53.45,Instagram,178,98,46,12,4
Handcrafted Wooden Bowl,2023-03-30,25.09,Twitter,266,81,24,7,1
Handcrafted Wooden Bowl,2023-03-23,74.66,Twitter,205,79,47,5,1
Decorative Beaded Bracelet,2023-05-20,36.29,Facebook,405,74,47,13,6
Handmade Ceramic Vase,2023-04-02,52.2,Twitter,386,96,14,20,4
Handmade Ceramic Vase,2023-03-23,61.63,Facebook,445,99,34,17,8
Eco-Friendly Bamboo Clock,2023-04-30,36.13,Facebook,132,56,42,14,7
Personalized Leather Wallet,2023-05-20,44.86,Facebook,410,69,25,16,8
Custom Silver Necklace,2023-05-21,36.7,Instagram,340,30,48,20,8
Handmade Ceramic Vase,2023-03-09,30.07,Facebook,170,81,12,9,4
Handmade Ceramic Vase,2023-03-05,39.13,Instagram,456,68,47,3,1
Handmade Ceramic Vase,2023-04-03,57.27,Facebook,273,84,28,8,4
Natural Stone Coaster Set,2023-05-30,55.89,Facebook,297,96,23,18,9
Custom Silver Necklace,2023-04-28,60.03,Twitter,357,33,26,0,0
Artisan Glass Earrings,2023-04-21,48.74,Twitter,215,63,5,3,0
Decorative Beaded Bracelet,2023-05-02,26.63,Facebook,401,85,49,8,4
Handmade Ceramic Vase,2023-03-31,46.75,Twitter,450,43,6,5,1
Eco-Friendly Bamboo Clock,2023-04-03,94.7,Facebook,452,72,36,11,5
Handmade Ceramic Vase,2023-05-24,21.56,Facebook,236,32,28,13,6
Organic Cotton Scarf,2023-05-10,38.75,Instagram,338,90,9,13,5
Handcrafted Wooden Bowl,2023-03-05,49.47,Twitter,442,77,23,6,1
Personalized Leather Wallet,2023-03-31,58.23,Facebook,79,56,33,9,4
Handcrafted Wooden Bowl,2023-05-28,81.56,Twitter,214,92,33,5,1
Natural Stone Coaster Set,2023-04-09,36.43,Twitter,268,59,22,13,2
Organic Cotton Scarf,2023-04-20,56.55,Twitter,273,93,37,14,2
Personalized Leather Wallet,2023-03-12,72.25,Instagram,216,17,15,0,0
Vintage Style Linen Dress,2023-04-06,32.32,Facebook,313,96,49,3,1
Artisan Glass Earrings,2023-05-02,32.05,Facebook,378,52,23,4,2
Handcrafted Wooden Bowl,2023-04-28,24.87,Twitter,298,43,34,16,3
Custom Silver Necklace,2023-04-11,66.64,Facebook,305,89,23,14,7
Vintage Style Linen Dress,2023-03-11,84.01,Instagram,170,62,37,15,6
Decorative Beaded Bracelet,2023-03-16,59.74,Facebook,365,13,5,0,0
Organic Cotton Scarf,2023-04-26,87.84,Instagram,99,88,27,14,5
Vintage Style Linen Dress,2023-05-30,48.85,Twitter,76,98,18,8,1
Artisan Glass Earrings,2023-03-07,20.31,Facebook,473,57,23,14,7
Eco-Friendly Bamboo Clock,2023-03-18,99.57,Instagram,420,14,34,12,4
Organic Cotton Scarf,2023-03-04,40.31,Facebook,89,55,36,2,1
Handcrafted Wooden Bowl,2023-05-10,39.77,Instagram,168,26,42,4,1
Custom Silver Necklace,2023-04-23,80.13,Twitter,54,97,49,11,2
Artisan Glass Earrings,2023-04-17,99.71,Twitter,382,62,28,6,1
Custom Silver Necklace,2023-05-17,79.01,Facebook,151,42,11,9,4
Handcrafted Wooden Bowl,2023-03-24,41.42,Facebook,112,58,8,7,3
Vintage Style Linen Dress,2023-05-23,94.78,Facebook,397,44,17,0,0
Organic Cotton Scarf,2023-05-13,70.76,Facebook,289,90,16,9,4
Organic Cotton Scarf,2023-03-05,69.78,Facebook,97,28,30,4,2
Artisan Glass Earrings,2023-04-28,37.59,Facebook,477,31,43,8,4
Handcrafted Wooden Bowl,2023-03-18,80.37,Facebook,131,74,28,2,1
Eco-Friendly Bamboo Clock,2023-04-17,96.09,Twitter,335,82,37,13,2
Vintage Style Linen Dress,2023-05-11,24.14,Facebook,341,54,44,0,0
Natural Stone Coaster Set,2023-04-20,50.18,Instagram,326,35,20,16,6
Handmade Ceramic Vase,2023-04-21,25.16,Instagram,486,76,7,8,3
Vintage Style Linen Dress,2023-05-14,70.61,Instagram,309,23,29,19,7
Organic Cotton Scarf,2023-05-11,99.64,Twitter,124,25,7,1,0
Natural Stone Coaster Set,2023-05-20,79.0,Instagram,259,61,31,2,0
Organic Cotton Scarf,2023-05-28,91.2,Twitter,429,35,47,0,0
Eco-Friendly Bamboo Clock,2023-04-19,92.54,Instagram,259,71,45,15,6
Custom Silver Necklace,2023-04-12,60.5,Twitter,243,63,43,14,2
Decorative Beaded Bracelet,2023-04-09,76.9,Facebook,356,60,22,17,8
Custom Silver Necklace,2023-03-25,23.27,Instagram,269,55,21,2,0
Organic Cotton Scarf,2023-03-15,21.02,Instagram,377,22,25,0,0
Organic Cotton Scarf,2023-04-03,41.12,Facebook,330,94,48,17,8
Natural Stone Coaster Set,2023-05-01,73.36,Facebook,405,92,21,6,3
Handcrafted Wooden Bowl,2023-04-30,44.43,Twitter,175,20,38,20,4
Handmade Ceramic Vase,2023-04-05,22.86,Instagram,162,14,32,13,5
Handmade Ceramic Vase,2023-03-15,36.73,Twitter,54,76,35,3,0
Vintage Style Linen Dress,2023-05-30,95.17,Facebook,350,90,13,16,8
Artisan Glass Earrings,2023-03-16,37.07,Twitter,173,25,20,1,0
Handcrafted Wooden Bowl,2023-03-28,87.99,Twitter,56,88,34,14,2
Organic Cotton Scarf,2023-05-13,28.8,Instagram,59,58,14,2,0
Decorative Beaded Bracelet,2023-05-28,24.43,Facebook,407,27,31,18,9
Natural Stone Coaster Set,2023-03-29,85.52,Facebook,94,67,36,12,6
Personalized Leather Wallet,2023-03-23,24.87,Instagram,457,72,46,20,8
Artisan Glass Earrings,2023-03-14,84.24,Twitter,69,24,14,10,2
Eco-Friendly Bamboo Clock,2023-05-23,72.62,Facebook,222,80,27,18,9
Decorative Beaded Bracelet,2023-03-04,68.0,Twitter,235,89,28,13,2
Artisan Glass Earrings,2023-03-09,38.9,Instagram,312,62,29,14,5
Handmade Ceramic Vase,2023-05-07,85.17,Instagram,215,22,46,11,4
Decorative Beaded Bracelet,2023-05-07,89.99,Facebook,364,32,9,15,7
Vintage Style Linen Dress,2023-05-17,48.82,Twitter,437,96,26,9,1
Organic Cotton Scarf,2023-03-10,66.33,Instagram,259,52,36,4,1
Vintage Style Linen Dress,2023-05-10,67.53,Facebook,387,90,16,20,10
Handcrafted Wooden Bowl,2023-03-04,27.67,Facebook,273,71,46,16,8
Custom Silver Necklace,2023-04-19,73.46,Facebook,141,94,10,17,8
Handmade Ceramic Vase,2023-05-26,95.8,Instagram,347,37,44,7,2
Artisan Glass Earrings,2023-04-25,38.86,Twitter,416,95,15,3,0
Eco-Friendly Bamboo Clock,2023-05-07,87.32,Instagram,469,37,25,10,4
Eco-Friendly Bamboo Clock,2023-03-16,89.84,Instagram,409,41,48,8,3
Vintage Style Linen Dress,2023-04-28,92.14,Facebook,65,88,13,16,8
Custom Silver Necklace,2023-03-09,90.32,Twitter,291,37,44,14,2
Handcrafted Wooden Bowl,2023-03-14,92.96,Instagram,197,89,17,20,8
Personalized Leather Wallet,2023-03-11,45.02,Instagram,499,34,27,6,2
Decorative Beaded Bracelet,2023-03-29,71.98,Facebook,417,36,50,8,4
Eco-Friendly Bamboo Clock,2023-03-02,91.6,Facebook,367,71,8,15,7
Handcrafted Wooden Bowl,2023-04-25,95.22,Facebook,373,86,46,4,2
Eco-Friendly Bamboo Clock,2023-04-02,34.57,Instagram,385,78,6,6,2
Natural Stone Coaster Set,2023-03-19,70.12,Twitter,416,92,24,16,3
Handcrafted Wooden Bowl,2023-05-10,26.32,Facebook,240,64,41,12,6
Decorative Beaded Bracelet,2023-05-06,86.15,Facebook,447,76,30,18,9
Eco-Friendly Bamboo Clock,2023-03-21,80.76,Instagram,245,75,48,18,7
Decorative Beaded Bracelet,2023-04-03,43.82,Twitter,214,37,34,8,1
Custom Silver Necklace,2023-03-22,30.91,Instagram,95,12,41,20,8
Eco-Friendly Bamboo Clock,2023-05-27,91.7,Twitter,408,53,34,8,1
Natural Stone Coaster Set,2023-04-24,34.97,Facebook,450,94,14,6,3
Natural Stone Coaster Set,2023-04-03,22.6,Instagram,449,78,46,8,3
Vintage Style Linen Dress,2023-03-16,79.2,Facebook,250,64,27,9,4
Artisan Glass Earrings,2023-05-26,34.48,Instagram,193,97,47,9,3
Personalized Leather Wallet,2023-05-14,63.05,Twitter,171,48,5,18,3
Decorative Beaded Bracelet,2023-05-06,78.01,Twitter,279,33,10,7,1
Custom Silver Necklace,2023-04-03,53.8,Instagram,131,15,5,10,4
Organic Cotton Scarf,2023-05-21,37.47,Facebook,61,41,24,6,3
Decorative Beaded Bracelet,2023-04-09,53.96,Facebook,420,31,11,17,8
Decorative Beaded Bracelet,2023-03-29,80.62,Instagram,382,37,23,15,6
Eco-Friendly Bamboo Clock,2023-03-04,51.75,Twitter,363,60,12,0,0
Natural Stone Coaster Set,2023-03-17,93.1,Twitter,68,38,21,7,1
Eco-Friendly Bamboo Clock,2023-04-02,66.34,Twitter,72,68,5,5,1
Vintage Style Linen Dress,2023-04-30,72.75,Instagram,272,83,49,5,2
Handmade Ceramic Vase,2023-04-12,65.86,Facebook,274,25,39,15,7
Custom Silver Necklace,2023-04-28,59.0,Twitter,213,21,17,0,0
Handmade Ceramic Vase,2023-03-03,66.7,Twitter,443,45,19,8,1
Custom Silver Necklace,2023-04-11,92.17,Twitter,341,26,40,15,3
Handmade Ceramic Vase,2023-05-04,31.27,Twitter,162,65,29,3,0
Decorative Beaded Bracelet,2023-05-28,81.76,Instagram,184,19,19,10,4
Handcrafted Wooden Bowl,2023-05-08,89.16,Instagram,312,97,49,0,0
Eco-Friendly Bamboo Clock,2023-05-30,88.36,Twitter,443,89,33,13,2
Organic Cotton Scarf,2023-05-27,56.86,Instagram,485,15,37,19,7
Vintage Style Linen Dress,2023-03-15,65.4,Instagram,459,75,36,13,5
Vintage Style Linen Dress,2023-03-10,21.85,Instagram,460,21,29,16,6
Decorative Beaded Bracelet,2023-03-03,20.04,Instagram,466,77,13,4,1
Handcrafted Wooden Bowl,2023-04-10,68.08,Twitter,462,51,37,12,2
